10000 16666
5317 9695 9
975 5076 6
2024 9490 1
1743 6457 5
9404 2472 3
7710 6917 1
4888 107 3
2225 9777 7
3725 2659 9
7488 4773 9
4544 1525 1
9958 7395 5
5230 8289 7
3216 68 10
638 2393 1
8365 5301 1
7243 5321 3
9584 2113 2
2158 9716 1
752 6450 7
389 1190 1
3598 4283 10
5111 2995 5
3204 1407 6
1203 2037 5
6584 7441 8
9099 49 9
292 8966 1
1232 4681 1
495 8409 6
1847 8906 1
9607 1597 2
9951 261 3
6240 4441 1
9680 1409 3
3535 8327 3
5819 7959 5
1064 8714 1
8398 3857 3
3378 1533 5
6901 8401 7
2064 4352 7
8858 2771 1
1053 2331 4
7100 8675 3
5832 2141 1
7570 3445 1
7712 2821 9
685 3239 1
1468 481 5
9350 6642 3
292 5265 7
8802 7889 3
4349 9547 6
3358 7426 3
6361 5915 5
6004 1053 1
7786 4270 6
2557 1501 3
5743 1729 6
503 1177 9
5429 9409 10
8522 6689 3
3494 4245 7
6348 1260 6
5522 2661 8
5679 8259 7
4543 6291 1
7376 7264 1
4751 1401 2
5535 1260 8
6881 8917 1
8533 8574 1
1188 5781 1
5896 2001 7
2529 6261 5
9871 7851 9
4990 8022 3
2252 3921 1
4522 7139 1
2543 8493 1
373 3553 2
36 1982 1
521 8574 9
2571 9776 3
359 2359 3
9752 280 9
4195 4231 1
5200 6485 5
7715 6895 5
3694 151 6
2081 9431 1
5931 9196 5
4528 5519 1
3539 8841 6
1171 3217 6
2674 2605 9
1250 6416 3
7652 7688 8
3822 9101 3
8170 3441 4
7003 5701 1
2555 3651 4
4906 8559 1
7567 9297 9
3247 8698 5
1938 9491 4
561 1134 9
2070 1589 4
1385 9313 6
5690 1182 10
3669 3900 9
8361 5617 1
8569 5421 1
2330 6493 5
6826 2380 9
5543 1191 1
9815 7983 1
4282 4812 1
5062 2545 1
7020 4701 1
2312 7199 3
6030 7468 3
666 433 6
4505 5451 5
8724 5808 1
1251 2384 4
262 4751 3
8332 2321 3
1728 7305 6
5076 9934 3
4978 419 7
4198 4665 1
4213 4135 3
6963 4819 8
6738 9791 5
3654 9743 3
760 3825 7
562 8371 1
3293 8639 2
6798 7651 1
4901 8511 6
9942 7376 3
2998 5968 4
2243 9549 1
4140 6820 7
4375 7889 3
6199 5398 1
2373 8397 7
7926 7329 7
1861 4403 7
2011 1101 8
1409 989 9
862 9765 1
5619 7357 3
8616 8696 1
6070 2625 6
9579 504 4
4818 357 9
923 9442 10
7610 4268 1
883 1793 9
1651 2386 3
1450 6916 6
2026 5147 6
3184 5152 9
4955 3162 3
6515 8921 1
2947 7948 6
700 4897 1
8896 7429 1
1325 2997 3
2632 9453 10
1140 3601 3
5356 6081 3
6179 2751 2
270 828 9
8162 8011 3
1848 4571 5
2863 3754 5
2044 329 5
7318 3001 3
9875 6273 9
1162 8741 1
4425 3901 3
6230 3121 1
8946 477 1
4377 2919 5
5441 9601 1
4139 8787 1
7441 2352 4
7807 4165 5
8406 7391 6
8324 274 5
1635 8643 5
3521 7746 8
1525 9601 5
2133 3431 9
8452 6573 5
39 880 9
1816 7906 1
6024 1 9
1108 1161 8
8239 8757 6
6625 1027 8
4482 3319 5
5461 5681 8
8721 5556 6
8300 7802 6
976 6626 7
9407 9309 1
5087 5691 9
2749 5822 3
95 1471 1
4542 7597 3
1301 6801 3
755 1864 9
224 8401 1
1290 3056 9
1563 5633 9
2027 2540 3
3569 5069 3
1478 8395 1
59 641 1
2484 3153 1
2144 6976 9
2386 5409 8
5725 5398 1
6705 1885 3
8503 5527 5
3656 9445 6
5086 5494 1
1521 3838 9
2530 6453 10
9566 4093 10
5412 3490 1
1814 1072 5
7490 4441 1
5996 3410 1
7362 4506 3
9154 8993 7
9991 9083 1
357 6021 1
1003 4859 5
7885 8935 3
4118 9071 1
7650 7137 3
5407 9566 9
8935 5505 8
6121 5401 5
2915 9369 1
2754 8033 1
8849 8729 1
5021 2081 10
867 6959 3
3812 2200 1
4850 7915 3
7063 4800 1
3491 6010 1
3872 3251 2
3993 6566 6
5374 1807 7
6097 1441 7
565 4949 6
6924 909 1
3411 9801 6
3194 6937 6
6465 6361 7
6469 9886 5
191 5025 7
274 7091 1
1213 7718 1
1308 7628 3
1914 8066 1
2966 833 4
9484 751 8
3421 4521 1
3662 7251 7
244 4631 7
1654 8161 8
862 1977 1
5348 8053 3
3099 7313 7
7804 2693 7
8750 4209 1
1601 1215 6
5540 8933 5
6311 5430 1
2679 2581 9
294 3005 3
5754 661 2
2395 9018 9
8614 8106 1
7876 5301 3
7329 8620 1
104 7577 3
944 6177 5
8099 4787 8
8829 1231 1
4937 43 9
2421 8666 7
227 5587 1
92 5563 3
572 521 1
2919 901 5
4073 5761 5
8109 5693 10
7778 8875 6
4032 4879 5
9938 1973 1
5091 1709 1
2163 1771 3
3049 2034 1
8463 3869 8
4239 5093 10
627 6661 8
5411 8814 9
400 8381 2
2508 277 3
6099 3586 4
2029 2585 6
2497 1201 1
3718 7951 5
5950 5017 4
9513 6285 1
8790 7296 5
7551 9891 9
4573 1086 6
7165 3750 2
91 95 9
4449 5933 9
4424 4763 1
3866 5331 6
4682 3721 10
6188 2059 1
8969 7001 9
5584 21 8
5320 113 1
4057 313 9
1869 1129 3
6092 6881 5
1827 4438 4
5512 4033 6
8700 5441 1
1886 2255 9
3347 9249 5
2672 1289 1
3775 5387 2
5816 484 6
3910 3615 9
4798 4583 8
175 2501 3
2857 2458 3
6269 4088 9
5587 5516 1
6269 5892 3
21 6065 2
7274 2321 1
9794 8285 7
6965 8457 1
2017 8493 8
1787 8401 3
8848 1411 1
8091 7070 3
700 158 3
6477 7321 5
611 1111 1
3572 2753 6
9754 2905 6
5929 8597 1
6913 657 8
790 2290 1
918 7493 1
1517 4621 4
5676 7851 1
2385 746 9
517 49 1
7523 6474 2
5954 237 1
3775 6068 3
2081 1476 7
897 8631 1
20 6218 5
1267 3545 1
9053 5937 3
8380 6801 5
5554 8294 1
1531 3820 8
6675 1761 1
4543 3505 1
3181 1501 3
9739 3447 4
6564 821 7
2972 9276 6
8295 3656 7
687 7049 7
4012 1759 1
6749 5450 9
3152 9995 6
701 307 1
3265 4803 7
3700 5921 5
7757 4897 7
3632 307 1
7862 8459 1
2414 5249 6
4175 9901 7
1247 7389 9
3447 7741 1
6784 3761 3
3183 6462 2
8570 9369 9
6877 841 8
3929 2843 2
1888 6382 6
2464 954 7
3619 9002 1
6938 3193 2
4933 466 1
820 8801 1
1739 1377 3
5579 7809 8
3379 1705 1
5752 5653 3
109 6456 4
8011 7387 6
662 585 1
3813 9485 7
6684 4473 3
6808 8624 6
9233 9513 1
5995 678 1
9659 1601 9
9740 511 1
9197 2697 9
2509 8376 7
487 7765 4
8818 4807 7
8102 9771 3
2938 4834 1
4295 9301 1
335 8849 9
7389 5031 9
3314 9715 4
6425 8189 5
7765 2636 9
5324 7251 5
5587 2481 2
2069 6488 4
7665 8842 1
5242 5029 1
5864 1167 9
9293 4001 1
1668 941 1
1138 4739 7
8568 7011 9
618 5194 4
7274 7859 1
3644 3313 10
4183 5471 7
21 6008 10
9999 7719 6
1232 1648 6
8426 8737 9
8803 411 7
3336 1581 9
6736 5743 6
7088 2187 3
1904 5461 2
4857 7466 9
3642 4813 7
7593 3347 7
1835 8249 5
8458 4036 7
7192 318 7
7381 7955 1
3154 471 9
4526 9491 9
7408 5393 4
4434 1021 1
9087 3393 3
4040 2824 1
806 865 1
2648 575 2
6623 2033 1
1153 1997 4
9354 6748 5
755 6703 8
2961 6667 1
28 8705 1
2911 8347 7
4127 8818 9
8655 4037 3
585 9641 3
454 3881 6
6203 1971 8
4166 2294 10
23 4183 7
1749 4125 4
8933 8881 3
5138 2301 1
8779 1681 7
3248 2069 7
5385 7822 7
5412 3129 2
8119 3262 2
9065 771 6
4572 5474 3
8402 8393 2
9775 6361 5
6752 3401 5
247 4003 9
1451 7821 5
7028 8052 6
6128 5938 5
3245 1592 7
67 7921 7
5022 4518 5
1132 5522 1
1235 5528 7
3977 2093 9
2186 6616 1
5560 2750 8
3442 7655 7
437 1989 1
362 5431 1
2956 3937 1
7795 8665 1
476 8531 1
6390 8877 5
9252 7656 6
2882 9361 5
8946 7997 10
3414 9259 7
853 4821 2
6659 3933 9
216 1101 10
535 7441 1
813 293 2
1885 5678 6
4717 7001 7
6358 8184 3
2632 415 1
8486 9633 3
9412 7601 1
9534 8705 7
7621 2161 1
5116 8871 8
2285 6813 9
5318 6297 9
6991 5423 1
3231 4849 9
8641 9447 1
3463 9058 1
8546 4929 7
4528 3211 3
4082 3937 9
7026 4853 4
7700 9153 1
1994 4276 1
1825 2970 1
1087 5036 1
2456 3570 3
7166 6462 1
5415 4227 6
3456 935 6
3111 3199 3
473 4494 1
7023 2236 4
7660 4393 9
3314 6269 6
3395 2547 7
3881 7062 1
5556 8693 5
2109 9081 1
1550 2771 7
4794 1859 8
2875 3541 5
6203 5725 1
970 2979 1
3561 9919 1
739 7927 5
1183 135 6
3496 3289 3
4501 6711 3
1779 9853 4
9108 316 3
9155 6761 7
1665 4997 5
3809 1463 5
330 8755 3
7113 3369 6
4731 3113 3
260 8353 5
5800 8631 7
5948 4773 4
1142 7289 7
7377 4038 1
5574 3281 6
707 2111 9
9402 1679 1
5121 6047 5
326 4697 1
6523 9417 1
2991 4425 3
3494 1477 1
9653 8894 1
2588 945 6
4597 3696 1
3575 9552 7
7809 6424 1
2641 3058 9
3110 5765 1
2156 6856 7
9003 9802 5
5090 7611 3
4189 3861 3
2812 2380 7
7005 3101 9
3275 8126 3
810 2001 5
6828 1021 5
3618 4841 3
7570 6622 1
9172 9369 1
71 3081 6
1157 377 3
159 9777 1
6424 2731 7
8512 3705 6
8223 4561 9
7031 8459 5
1447 6760 7
5154 1715 1
9339 4545 8
2310 8673 7
6830 1488 1
4021 2746 1
6610 481 1
3794 3567 2
9112 1177 3
9546 4097 10
3010 3694 1
2976 2621 1
7785 6577 4
9819 4143 8
535 8951 5
5617 4353 1
3250 613 9
6902 8415 1
5670 5581 7
4895 2123 1
7433 6661 1
7513 5801 7
1740 2749 6
7700 5825 1
1506 3153 1
4020 7711 1
986 8354 7
6858 6007 1
3555 7050 1
4927 2129 1
5285 3181 9
160 7323 5
6759 2109 1
6454 1253 6
9945 481 1
7512 9380 9
8537 9171 1
4179 1749 1
2335 4567 8
5618 8441 1
3458 6395 9
223 5297 5
5330 4202 7
1144 2601 1
8986 9105 6
8194 2789 9
4189 2976 6
3261 6503 2
8558 4419 1
4397 3832 1
447 1581 7
4668 1425 3
2830 7481 1
7342 855 5
9932 1441 3
8447 337 1
8365 9790 7
1778 5521 1
7942 9196 6
1220 5989 6
12 7120 7
1791 9841 9
3220 2599 5
2786 6378 1
3340 4910 2
7185 628 6
7442 4450 6
3202 1833 9
6749 4193 1
6134 2262 9
5381 9402 1
6106 7139 1
2290 8169 6
2261 5965 9
1127 5077 3
7143 7825 6
950 2386 3
6249 6201 1
1481 2700 1
6616 3601 1
5974 81 6
5262 7018 6
5571 5217 9
739 3873 1
440 7697 7
6227 5122 7
5988 6623 9
5224 451 1
5375 232 6
46 1234 3
5370 7931 4
5659 1451 5
9834 1960 8
8474 810 2
1672 3271 1
966 3457 9
5829 8155 6
8370 7111 1
6893 2801 6
4983 4351 7
8319 2151 3
1696 2435 5
3888 2064 3
1005 1441 6
1484 9573 1
3562 7376 7
1138 3833 8
508 6689 8
1365 9609 1
9615 9098 1
6349 6541 8
4967 2673 9
1326 7981 5
4078 1798 1
2188 7162 1
1879 5426 3
5545 4347 1
9151 2433 6
4705 7529 1
2653 4717 6
2152 4995 3
2234 3549 4
382 6351 2
4413 5329 7
2392 3133 7
3039 1784 1
318 5263 1
5690 9291 3
4675 3667 7
6875 4924 4
4361 2715 1
1019 2269 7
4857 8001 7
9560 2697 7
2220 8501 8
5366 4073 6
5705 127 7
8767 3297 1
6394 4106 10
8482 213 1
95 6931 5
6657 2145 5
8698 5639 6
2010 9063 1
4646 4384 6
7932 411 3
3585 5093 7
5472 8029 7
7556 4381 1
6276 8481 7
4055 5484 1
8557 6624 9
1076 8097 9
6465 9665 1
2934 2985 7
3258 4677 1
9273 8563 5
7219 8901 6
805 7551 3
4996 5434 9
7634 9056 5
5800 7377 9
5832 2303 1
4701 8065 3
7337 2847 7
5872 673 9
1545 9810 8
3099 913 10
8876 6801 3
6257 1081 7
1447 149 2
7149 5195 7
4238 7853 6
2303 6311 6
8634 2801 4
2963 3577 1
1489 5725 3
272 4793 9
7604 4003 3
8526 731 3
7799 2002 1
1150 8266 3
3319 8087 7
5856 1130 9
7893 4311 3
325 8001 9
6856 5761 1
8371 6703 3
1634 8008 3
7971 2706 6
1976 4279 1
4255 4801 9
3520 7785 7
3982 2051 1
5953 4796 1
8604 5915 3
4835 7238 10
5083 5601 7
6229 1403 8
7389 5487 9
18 1220 4
6430 3429 6
7789 6845 6
1503 3887 8
4323 6081 3
1459 1483 9
8731 5057 1
6589 9976 2
9790 7983 5
2215 166 7
390 7290 1
5262 5951 1
5752 9841 5
6690 6465 5
530 5106 9
8622 4040 3
9990 3053 6
9976 3704 1
3351 8591 1
5278 5196 1
8458 1834 1
3228 6177 1
5156 4341 1
8655 1452 5
739 8297 10
571 1636 8
2686 1601 5
9071 481 1
7323 2897 1
9996 2355 6
2578 4161 1
8750 2569 1
8990 8299 1
388 3945 6
2633 4876 9
9558 761 3
1439 2761 5
4835 1463 4
8909 2196 1
3875 301 7
4088 6960 9
8346 6461 8
4965 8875 3
5472 3518 2
4698 9121 1
4655 6117 5
7408 3409 9
7492 3539 1
8126 1280 10
1292 9127 2
9403 2577 5
4130 1 1
317 165 6
2614 3425 3
1814 9531 5
183 8183 9
1282 9365 1
2649 3361 1
5895 4274 7
8857 5832 9
4885 1924 8
6864 4196 10
9145 308 7
6332 1161 7
1905 4561 1
4678 4901 1
7060 5126 8
5423 741 5
1073 8764 7
2487 4889 5
7359 5185 1
8292 8129 1
7721 1996 10
362 7507 5
9068 4121 1
6713 8885 9
8636 7317 9
4121 8253 1
770 9049 1
5661 7171 7
250 336 1
538 1591 1
745 2731 9
6389 2149 6
8153 6473 1
7107 8181 7
2898 4248 7
6902 2513 7
36 4114 5
1285 2889 8
1038 6005 1
3006 8485 3
8632 9951 1
9793 4048 5
4636 7981 5
9771 5131 1
4092 5496 9
2630 6963 3
8374 9946 3
1617 3326 3
4080 3585 5
7681 7006 1
8904 3321 9
9512 9689 9
4407 321 9
8017 2137 8
3433 7193 9
4279 7377 5
7462 640 5
6641 3342 7
8609 1530 5
7017 6796 7
5020 6745 5
5588 1413 7
4407 9513 3
6175 4865 9
1055 2011 6
1678 4725 3
1694 8309 1
5903 8377 9
1862 1157 9
2423 9650 3
305 3183 5
7594 6081 1
8312 5133 7
5926 3101 6
6811 5316 1
2369 3715 1
1526 851 6
7340 8651 2
6273 8791 3
1461 9221 7
4202 8480 1
5046 5828 5
8061 4041 1
1098 4691 6
647 3761 1
387 7921 7
5173 6037 7
804 5419 1
8048 9092 1
1587 9681 1
6933 641 6
6415 241 5
7689 5761 5
4737 7993 3
4712 6657 1
4121 6393 9
4941 869 9
2099 8985 1
3666 9751 7
7845 2081 9
4546 85 1
2190 8257 1
8488 5349 9
432 5701 4
7101 2167 6
8672 7613 6
3164 7167 9
3692 5906 10
474 2121 5
1243 3267 10
3128 2601 3
1267 2621 7
549 2321 6
1698 8025 1
6124 894 9
1056 1423 5
1328 5177 3
4860 3393 3
5533 5935 3
9504 3282 4
3536 6491 1
1897 8597 1
6821 5521 7
9410 2266 7
9931 736 9
8369 646 10
9024 3755 1
100 4445 3
9576 2506 2
7621 6956 9
8416 9085 3
374 4800 9
3709 2556 3
409 1911 5
7122 8065 1
3536 6370 6
4446 1217 3
5882 261 1
670 7489 1
6248 7791 7
8673 1051 9
1715 895 1
8457 1746 3
9400 1249 5
2406 1301 7
1838 9603 6
8325 7272 3
7991 4258 1
5082 728 1
6053 5361 5
5131 5201 9
4783 7451 3
5689 7697 3
2084 542 10
1207 5656 9
4937 8374 5
3580 1289 8
1022 5620 7
2369 8356 4
3286 4106 7
2496 1527 9
2085 771 1
6786 876 5
2482 4178 5
9742 7633 9
6512 4808 3
8141 5343 1
5377 9486 7
4261 2307 4
1255 2663 10
9791 5973 1
8539 4593 4
3112 3399 7
491 5131 3
3273 4961 3
122 7969 10
2053 8291 7
3933 3260 5
1814 5417 1
227 3330 3
5597 5307 6
5665 2845 6
3525 7788 1
9266 2019 7
8186 1101 7
3412 9871 5
8573 3686 1
5465 635 3
3126 2377 1
5624 9139 1
5918 1722 8
1387 7749 4
1379 2349 6
8788 3746 7
75 7521 1
2459 8913 1
5853 9157 5
5813 5929 1
600 3030 9
7312 9501 1
2985 7886 8
6728 5745 1
7222 4993 1
4811 8733 5
888 1261 6
5933 9415 9
2979 6799 1
3526 301 1
4907 7717 3
2808 2893 10
7800 6897 3
880 6557 1
5391 3552 7
5799 1953 5
7043 577 6
3847 9761 6
3914 6627 3
7720 5292 7
4245 2733 7
1569 6931 7
42 5046 7
4824 4617 7
9894 4401 1
7176 5433 2
1914 8075 1
2852 661 2
3552 3433 1
2596 7125 9
8174 9881 10
4923 4761 6
7242 9644 9
7045 4211 5
592 8721 3
4208 139 6
8335 5692 1
3872 262 5
3528 3658 3
464 9593 9
7043 3736 6
8782 9845 3
815 9945 9
6066 8673 1
227 5355 9
7304 6951 7
6713 1227 3
8699 3681 1
3658 1073 9
2294 6142 6
495 8828 1
1568 636 7
4090 4081 9
7532 1321 9
3238 4631 7
6738 3407 8
670 56 2
6733 7600 7
425 27 9
3127 7345 6
1517 5545 1
6097 7004 7
1096 1397 2
5508 481 6
6061 6656 1
6286 345 9
1204 7456 1
3394 945 1
1803 8506 7
2479 9252 1
3989 249 1
1785 522 3
9760 4526 3
2735 129 1
4625 8018 1
6933 6074 6
8684 518 9
8437 8916 5
6442 9860 8
6512 1593 1
3421 9058 8
1646 4692 1
7123 8013 9
3832 6285 7
269 649 2
7181 9225 6
7543 1351 7
2514 9982 9
6137 5301 5
3363 1743 2
6860 3441 1
2167 4796 6
7065 3376 7
1077 7883 5
6421 2105 5
7309 717 3
9056 5801 10
7541 4881 2
299 9851 9
5922 5627 6
8364 4534 5
9960 5421 8
9512 6914 7
1289 9991 5
1264 9186 1
3298 7576 9
6358 5137 1
6123 4201 1
8020 9713 10
6675 4516 8
9812 7207 10
3435 7286 9
8561 9407 7
414 6641 1
6171 4129 3
8223 1801 6
9271 2905 4
4898 5911 8
5584 4553 7
1983 2771 7
5647 4176 3
4824 7889 1
1524 7495 6
4631 6001 3
6964 6046 5
823 5757 7
3217 3043 1
8916 2567 5
1713 8513 2
7156 4974 9
8756 5601 2
1883 5161 3
7988 2321 7
9141 4286 1
4633 368 6
2601 6977 9
4997 2371 6
2994 7466 9
4064 1351 7
6202 761 1
3616 1893 6
662 6643 7
8560 5776 9
2926 9887 1
7829 2643 1
4765 3630 9
8992 2689 7
5239 2121 8
1459 6975 8
1937 8617 1
3660 2683 2
6668 7037 1
6399 641 2
6840 1241 7
1613 5897 3
1123 2965 1
7500 6145 3
7958 429 1
9258 8586 9
9047 5516 7
6917 453 7
784 8661 3
1005 2613 10
2266 6271 10
838 3309 7
6424 3913 3
5511 3075 6
5529 5131 1
7311 3361 9
8730 1686 1
5907 3576 3
2944 7585 3
2230 6645 1
3059 8453 3
3082 3131 9
6527 6480 5
2048 9921 9
4994 6482 1
835 2069 8
130 32 7
3160 7329 3
4865 2413 1
1625 8737 9
85 8213 2
6378 465 7
3210 6241 1
5586 463 1
5502 8201 1
1723 7136 1
1066 1496 5
1226 1241 8
3370 5582 9
7138 7427 5
6014 4849 8
2932 8431 3
599 6391 1
9898 2041 1
1232 1769 5
6470 6925 1
8087 7329 5
6430 5066 3
8239 5905 5
8690 1985 7
6978 8687 1
1498 9935 6
4599 2965 1
2427 7701 3
8179 2239 5
103 8319 5
9131 3473 5
6264 9611 9
8659 4269 5
4599 2291 7
3643 6405 3
2359 7229 5
53 7809 1
344 9111 1
8301 4791 8
3461 3921 8
3417 766 9
5359 7547 1
8489 8636 7
8157 9062 6
1366 3006 7
9377 2505 7
8331 9183 1
6375 9375 6
1648 4153 1
1028 7239 3
3057 6600 5
2815 8289 10
8798 8906 1
3112 4605 7
9485 8327 1
7906 2333 1
632 2641 5
2232 5345 3
8925 3901 1
9500 5436 6
3614 9281 3
7816 3909 1
292 7080 7
4294 3319 9
3424 8593 5
7830 7377 4
7179 4401 9
5156 2989 9
1072 5941 1
1646 1057 1
2923 9027 9
1636 7993 9
4338 6868 9
7047 4985 1
423 8731 1
5313 6833 7
1786 7501 9
6180 5929 1
8030 6621 1
8373 6809 6
9305 2651 1
9608 8641 3
6504 4346 3
5199 7825 2
8103 3533 9
3578 7851 6
7398 3035 1
3687 5126 1
9757 411 10
9873 3213 1
4849 5821 2
7546 535 5
8708 489 1
4664 4016 5
2524 8776 9
5450 1101 7
408 6161 6
4636 9232 2
1462 8430 1
1303 2637 1
7201 4193 3
6097 3515 3
232 7921 8
6167 6816 3
7794 9329 9
4299 4849 1
715 5735 6
4111 9889 5
3510 1991 1
727 8225 7
5366 8249 5
3398 998 9
1881 2761 5
4526 65 9
4502 142 8
2097 8342 9
7290 570 7
6846 8009 6
9548 8801 10
5971 6259 1
3209 5246 9
8498 7943 6
6588 85 5
8562 4812 4
2848 1369 1
2878 8361 4
6923 4513 7
7448 7641 1
8445 6417 8
9771 3393 5
101 2636 5
7903 7746 3
594 9053 5
258 2896 2
6214 3885 1
8014 6004 5
16 9910 5
7408 9711 7
2647 4749 3
5341 5353 9
2176 2097 7
9581 7466 6
1414 2557 1
648 263 1
9292 2024 1
3542 85 1
6317 2633 9
258 5233 6
7264 3751 6
7217 2643 1
4231 8621 1
4441 3230 1
5744 9415 5
746 887 5
43 8208 1
8837 7861 5
4620 7201 4
6373 9385 10
7062 2769 8
6635 7251 7
5558 5121 3
7945 4345 5
2089 7725 2
3094 4445 9
5341 7601 3
473 9295 9
7007 2129 10
6766 5891 8
1415 6914 1
232 64 1
2328 4959 3
2806 426 3
7647 4487 2
6576 899 1
9254 3437 1
4125 1515 5
5766 7941 1
1640 9082 10
2682 1289 9
6968 2624 4
2814 5885 5
7096 6201 1
2382 4601 7
1802 8915 1
2554 5901 5
6651 3045 1
6738 1165 1
2842 4941 1
2179 2666 1
8488 7393 1
3822 9713 9
561 6405 1
7852 642 2
1158 7801 1
7259 6251 1
4055 9978 3
4631 9577 1
3337 2141 6
9919 8703 9
2106 8721 1
353 2297 10
6768 2525 1
1301 9052 4
260 3203 8
2695 6519 5
3493 2369 3
8416 6288 1
4429 705 7
8782 9601 8
1962 4451 9
1590 5587 3
2622 1321 9
5972 7794 5
2445 6401 1
9355 5409 4
3467 7927 1
3643 5777 7
7965 905 4
6076 4835 7
238 915 1
7155 2811 6
1539 219 8
763 1876 1
2580 9709 3
8377 9224 1
7247 7281 1
8648 5800 1
6808 1161 1
9683 8952 1
3089 2176 1
300 3832 6
7326 4104 8
1598 3819 6
8011 5793 7
2735 4897 1
6433 2079 7
3322 8978 3
4650 2113 9
117 9640 9
313 8576 7
8561 9072 6
2095 5771 7
3551 5469 9
5439 3811 3
3989 7238 7
9725 461 7
5742 2685 9
5047 5393 6
9519 1187 7
1411 8945 6
1043 5352 5
6339 4545 1
2265 9625 5
8504 819 2
9156 2966 7
3707 1 1
476 5909 2
1292 6982 7
5006 4101 1
162 8600 8
574 1700 1
4334 3449 3
7603 5801 5
3984 5977 1
3689 2077 7
2834 6716 1
4479 886 8
5984 3011 6
7308 5876 9
8203 5075 10
6673 1809 6
2326 6149 4
8082 6876 9
5803 8371 7
8962 8721 6
7722 7751 8
4112 2229 1
1830 8650 9
7177 3987 3
5480 339 7
5010 5077 3
5897 4623 7
5998 251 9
3999 2192 3
3513 9939 4
2291 1705 1
7008 4457 5
3791 6321 1
6129 6255 5
7053 8258 1
7708 8086 10
332 1794 5
8362 6253 8
3996 7361 1
2295 6453 1
5346 4876 6
7202 1002 3
8769 2303 9
3881 4626 7
548 6242 5
2709 4005 6
33 7089 1
9502 8761 9
7027 5133 9
1624 7371 7
9348 7345 6
9530 5246 1
5641 5968 3
990 2961 9
5717 8145 6
5530 7684 1
8683 897 8
1644 6417 3
5342 7971 9
1385 5505 2
8579 4056 1
6492 8450 9
461 5114 5
7000 8021 1
6927 5261 7
459 6387 5
5881 5601 7
6353 5409 7
4947 1923 1
518 1633 7
3021 9211 1
6320 4381 1
6618 84 8
7491 4791 5
5753 6880 1
6505 6566 9
9043 361 5
2002 1746 1
1781 452 1
1180 7982 8
6870 4181 1
217 4545 1
1171 8034 7
1627 4482 1
3996 7951 1
5776 9667 8
6667 3885 7
1588 5026 1
2131 3508 1
8487 6603 3
1716 1785 5
5360 6963 2
5317 2121 7
7930 8961 2
2812 3717 4
2163 5257 3
5725 3481 4
3660 5771 6
9192 3128 5
7394 689 1
6942 9736 5
4663 7477 1
6657 6567 9
5811 40 5
5173 8737 5
2892 5820 5
2498 5581 3
2037 8109 1
2175 9097 10
5655 7793 6
9618 9330 1
3384 8585 1
6890 8229 1
4081 6652 5
5151 380 8
2061 241 7
488 3455 9
9386 7251 8
7720 7099 5
4199 5765 2
8534 4217 1
5409 3898 7
1372 611 1
1469 2436 3
275 5052 1
7872 5749 1
1364 9598 7
1603 1541 1
7198 8901 1
5081 4131 7
6648 9124 7
6432 5013 9
3253 5871 6
7693 1113 3
2063 9191 1
8352 6030 3
3099 1521 10
4167 9251 5
4773 6382 1
9580 5185 6
4176 6321 3
5353 6939 9
5744 6847 9
3604 2101 9
6524 9936 3
3651 8677 7
9772 6895 1
5 3707 6
7863 7837 1
3428 8641 6
915 8869 5
6897 4897 3
2778 5823 6
3059 4319 1
1251 898 4
2692 6337 3
515 841 10
2121 7371 5
2807 5471 5
6408 2431 5
2643 8881 10
5941 1865 1
3549 8321 3
7269 7685 7
8093 6689 9
6871 881 5
1888 726 1
4844 5722 9
1108 9041 10
8541 7829 3
7817 4511 1
7222 9742 5
3131 2783 4
2112 5251 3
3447 8165 7
6869 7606 1
2846 5521 5
2817 3288 3
7880 3626 3
6162 4957 9
7601 9078 4
3451 7841 5
9822 2817 1
6917 6385 7
1727 6869 8
9827 6651 3
9529 542 2
4279 5801 5
5340 314 1
3175 9478 1
2786 7990 3
1311 5621 5
2069 6969 7
3202 1639 4
7841 625 3
5948 8251 7
5194 9173 3
761 1259 5
7033 2857 6
5654 7401 7
679 8797 1
1376 756 9
9284 361 1
573 7425 3
1059 3575 6
4568 1473 2
635 6586 7
5818 9721 6
12 4546 6
7909 543 2
266 6335 5
9115 7278 10
6354 3539 10
7034 6251 4
2288 9541 7
5062 2157 1
6806 2877 6
3844 1586 9
7848 701 1
2181 8210 1
779 3601 1
270 9027 3
241 4179 3
1224 9746 1
2632 2851 1
708 3065 1
5187 461 1
6843 2845 9
9020 7105 8
8850 5661 4
1778 7521 1
2763 3689 7
1631 7893 9
9069 1249 4
3817 4593 9
7292 9383 9
6330 2848 1
5906 2476 10
9528 7601 9
206 9147 1
9900 9701 5
8633 1424 3
7228 154 1
9882 3888 5
414 6625 1
2640 786 8
6334 6673 2
1807 4706 5
4664 8303 1
71 3105 1
5553 1499 10
261 8891 1
7267 8153 5
6025 4973 1
868 6338 9
5395 3151 1
2085 9261 7
4344 5829 2
3252 1853 9
4425 6811 5
7538 4147 5
3122 2201 7
3183 8673 9
494 9121 1
9160 1085 3
1608 3419 5
1394 205 3
5512 5601 9
7577 7323 7
6748 2614 5
4866 7185 10
7940 9879 3
2443 8801 7
7851 97 4
8841 3236 7
9011 5297 2
4626 6305 8
6874 5283 9
172 5827 5
6916 1327 7
7989 1877 2
3340 4173 1
